id,titleMain,titleSub,shortName,displayMode,edition,authorKeyBnf,authorKeyPnd,authorKeyVIAF,authorKeySUDOC,authorKeyWikidata,author,mtlAuId,publisher,musicBy,mtPbId,collection,licence,target,genre,sous-genre,ambiance,wikidata,numistralSource,urlNotNumistral,bnfSource,source,authorKeyBnf2,authorKeyPnd2,author2,publisher2,publisherFirstEdition,mtPbIdFed,print,thisEdition,premiere,premiereDate,written,premiereCity,premiereTheater,nb actes,nb scenes/acte,hasScenes,castListLang,castListIntro,roleDescSeparator,lang,comments,synthesis
322,Geld un Liewe,Theaterstück in 4 Akte.,geis-geld-un-liewe,ntav,,,,,,,Albert Geis,61,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,,,,,,,,Gall,,,,,,,1900,,,,,,,4,,,,,,,,
323,Uns'r Ferdinand,"Luschtspeel in zwei Akte, met ere Deckezeichnung vo J. J. Waltz.",cahn-unsr-ferdinand,ntav,,,,,,,George Cahn (G. Hanc),67,Schlesier & Schweikhardt,,1,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1900,,,,,,,2,,,,,,,,
324,D'Waldmühl,Schauspiel in 3 Akt.,abel-prevot-d-waldmuhl,ntav,2?,,,,,,Hans Karl Abel | René Prevot,71|72,Ludolf Beust,,108,,,,,,,,,,,TAS,,,,,,,1901,,,,,,,3,,,,,,,,
325,D'r Dorfschmidt,Elsässischs Volksstüeck in drei Uffzüeg,bastian-dr-dorfschmidt,html,2,,,,,Q13099282,Ferdinand Bastian,1,F. X. Le Roux & Cie Strasbourg,,3,,,,,volksstück,rurale,,bpt6k91096747,,https://gallica.bnf.fr/ark:/12148/bpt6k91096747?rk=557942;4,Numistral,,,,,C. A. Vomhoff,5,1901,1930,,,,,,3,1:18 - 2:9 - 3:7,,,Personen:,,,,
326,D'r schwarz Kaffee,Schwank in einem Akt.,bastian-dr-schwarz-kaffee,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,schwank,,,,,,TAS,,,,,,,1907,,,,,,,1,,,,,,,,
327,'s Deifele,Komödie in vier Aufzügen,bastian-s-deifele,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,,urbaine,,bpt6k9109537m,,https://gallica.bnf.fr/ark:/12148/bpt6k9109537m/f6.item,Numistral,,,,,,,1909,,,,,,,4,1:3 - 2:7 - 3:6 - 4:5,,de,Personen.,,,,
328,Vorm Friddesrichter,Gerichtsscène in einem Akt ,bastian-vorm-friddesrichter,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,gerichtsscene,,,,,,,TAS,,,,,,,1908,,,,,,,1,,,,,,,,
329,Es spückt ,Schwank in 3 Akt.,bastian-es-spuckt,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,schwank,,,,,,TAS,,,,,,,1911,,,,,,,3,,,,,,,,
330,Alles verliebt,Lustspiel in 3 Akt,bastian-alles-verliebt,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,lustspiel,,,,,,TAS,,,,,,,1914,,,,,,,3,,,,,,,,
331,St. Odile,Mysterium in 5 Bilder,bastian-st-odile,ntav,,,,,,Q13099282,Ferdinand Bastian,1,"Gutemberg, J. Charles Schneider",,6,,,,mystery,,,,,,,TAS,,,,,,,1920,,,,,,,5,,,,,,,,
332,D'r Rotschriewer von Hauenau,Schauspiel in 5 Akt üs d'r Vadder-Zytt,deutsch-dr-rotschriewer-von-hauenau,ntav,,,,,,,Dr. Deutsch,73,,,,,,,,,,,,,,TAS,,,,,,,,,,,,,,5,,,,,,,,
333,D'r Ami Fritz,els. Schauspiel in 3 Akt - Ins Elsässich uewertrauwe vun Charles Hauss | Schauspiel in drej Akt noch'm Roman von Erckmann-Chatrian for d'elsässisch Büehn bearweit von K. Hauß,hauss-dr-ami-fritz,ntav,,,,,,Q1429845,Charles Hauss,68,K. Hauß,,112,,,,,,,,,,,TAS,,,,,,,1910,,1898,,,,,3,,,,,,,"Original: Erckmann-Chatrian (Q1348668), L'Ami Fritz (1864)",
334,D'Rantzau,els. Schauspiel in 3 Akt - Ins Elsässich uewertrauwe vun Charles Hauss,hauss-d-rantzau,ntav,,,,,,Q1429845,Charles Hauss,68,,,,,,,,,,,,,,TAS,,,,,,,,,,,,,,3,,,,,,,"Original: Erckmann-Chatrian (Q1348668), Les Rantzau (1884) - aussi traduit par Gschaedler https://www.alsace-histoire.org/netdba/gschaedler-jean-eugene-emile/",
335,D'r polnisch Jud,els. Schauspiel in 3 Akt - Ins Elsässich uewertrauwe vun Eugène Criqui und Henri Wolff,criqui-wolff-dr-polnisch-jud,ntav,,,,,,,Eugène Criqui | Henri Wolff,74|75,,,,,,,,,,,,,,TAS,,,,,,,,,,,,,,3,,,,,,,"Original: Erckmann-Chatrian (Q1348668), le Juif polonais (1867) - aussi traduit par Gschaedler https://www.alsace-histoire.org/netdba/gschaedler-jean-eugene-emile/",
336,D'Schatzgräwer,els. Volksstück in 3 Akt,ehretsmann-d-schatzgrawer,ntav,,,,,,,Jean Frédéric Eugène Ehretsmann,76,,,,,,,,volksstück,,,,,,TAS,,,,,,,,,,,,,,3,,,,,,,,
337,D'Nachtwächter,"e luschtigs Spiel üss d'r Zytt vom Krimm-Krej, in 4 Akt.",ehretsmann-d-nachtwachter,ntav,,,,,,,Jean Frédéric Eugène Ehretsmann,76,,,,,,,comedy,lustspiel,,,,,,TAS,,,,,,,1908,,,,,,,4,,,,,,,,
338,E Summertheater,Schwank in 3 Akt.,feige-e-summertheater,ntav,,,,,,,Emil Feige,77,,,,,,,comedy,schwank,,,,,,TAS,,,,,,,,,,,,,,3,,,,,,,,
339,Joscht Ittel,E Stüeck üs'm elsässische Bürekriej in 3 Akt un 1 Vorspiel,fuchs-joscht-ittel,ntav,,,,,,Q96464816,Ernst Fuchs,4,,,,,,,,,,,,,,TAS,,,,,,,1920,,,,,,,1 Vorspiel + 3,,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b10209359j,
340,Am Abgrund,Volsstüeck in 3 Akt.,geis-am-abgrund,ntav,,,,,,,Albert Geis,61,Albert Geis,,109,,,,,volksstück,,,,,,TAS,,,,,,,1902,,,,,,,3,,,,,,,,
341,E Budell Quetschwasser,Schwank in einem Akt.,greber-e-budell-quetschwasser,ntav,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,comedy,schwank,,,,,,TAS,,,,,,,1906,,,,,,,1,,,,,,,,
342,Gabrielle,els. Schauspiel in 4 Akt,gerber-gabrielle,ntav,,,,,,,Eugène Gerber,78,,,,,,,,,,,,,,TAS,,,,,,,,,,,,,,4,,,,,,,,
343,D'Aposchtel üs'm Elsass,Schauspiel in 3 Akt.,gerber-d-aposchtel-us-m-elsass,ntav,,,,,,,Eugène Gerber,78,,,,,,,,,,,,,,TAS,,,,,,,1920?,,,,,,,3,,,,,,,,
344,1812,historisch's Schauspiel in 4 Akt.,gschaedler-1812,ntav,,,,,,,Jean-Eugène Émile Gschaedler,79,,,,,,,historisch,,,,,,,TAS,,,,,,,after 1910,,,,,,,4,,,,,,,"Original: Gabriel Nigond (mil huit cent douze, 1910)",
345,Nur d'Lieb,Schauspiel in 3 Akt.,cahn-nur-d-lieb,ntav,,,,,,,George Cahn (G. Hanc),67,Schlesier & Schweikhardt,,1,,,,,,,,,,,TAS,,,,,,,1901,,,,,,,3,,,,,,,,
346,D'Hochzittsnacht,Drama in einem Akt.,cahn-d-hochzittsnacht,ntav,,,,,,,George Cahn (G. Hanc),67,Schlesier & Schweikhardt,,1,,,,drama,,,,,,,TAS,,,,,,,1907,,,,,,,1,,,,,,,,
347,D'Maikür,Schwank in einem Akt.,cahn-d-maikur,ntav,,,,,,,George Cahn (G. Hanc),67,Schlesier & Schweikhardt,,1,,,,comedy,schwank,,,,,,TAS,,,,,,,1907,,,,,,,1,,,,,,,,
348,Eulogius Schneider,Vaterländlich's Schauspiel in 4 Akt.,hauss-eulogius-schneider,ntav,,,,,,Q1429845,Charles Hauss,68,Ludolf Beust,,108,,,,,,,,,,,TAS,,,,,,,1903,,,,,,,4,,,,,,,,
349,Dokter Franz Mathäus,Schauspiel in 4 Akt,hauss-dokter-franz-mathaus,ntav,,,,,,Q1429845,Charles Hauss,68,,,,,,,,,,,,,,TAS,,,,,,,,,,,,,,4,,,,,,,,
350,D'Erbschaft,Elsässisch's Schauspiel in 3 Akt.,hedinger-d-erbschaft,ntav,,,,,,,Hedinger,80,,,,,,,,,,,,,,TAS,,,,,,,,,,,,,,3,,,,,,,,
351,D'r rüssisch Graf,Schwank in 2 Akt,mueller-dr-russisch-graf,ntav,,,,,,,Emma Mueller,81,,,,,,,comedy,schwank,,,,,,TAS,,,,,,,,,,,,,,2,,,,,,,,
352,D'r Schlittehannes,Büredrama in 2 Akt,redslob-dr-schlittehannes,ntav,,,,,,Q75952,Robert Redslob,82,Von Eduard van Hauten,,110,,,,drama,büredrama,,Q110599254,,,,TAS,,,,,,,1907,,,,,,,2,,,,,,,"Le nœud de l’intrigue est le triangle amoureux entre Mariann et les deux frères Hannes et Mathias. Mariann a été recueillie par le père du monastère (der Klosterbauer) et élevée par celui-ci. Elle a grandi avec les deux frères et tombe amoureuse de Hannes qui lui retourne le sentiment. Ils se promettent donc de passer leur vie ensemble. Cependant, Hannes part à la guerre pendant trois ans et tous les revenants affirment avoir témoigné de sa mort héroïque sur le champ de bataille. Mathias qui ne semble pas avoir participé à la guerre profite de la mort de son frère pour déclarer sa flamme de jeunesse pour Mariann. Pour satisfaire au souhait du père du monastère de les voir heureux ensemble, Mariann accepte la demande en mariage de Mathias peu de temps après la mort de Hannes. Cependant, elle n’arrive pas à nier son amour pour Hannes et Mathias le lui reproche violemment avec des menaces. Il se trouve que Hannes a miraculeusement survécu la guerre, et réuni avec Mariann, tous les deux se réaffirment leur amour mutuel. Mathias est fou de rage mais triomphant, car il est le mari alors que Hannes n’a pas de statut officiel. Hannes, désespéré, décide de quitter le village sur conseil du père du monastère car persuadé que c’est le bon moyen pour montrer son amour pour Mariann qui ne devrait pas souffrir en le voyant tous les jours. Pour séparer les deux frères qui en viennent aux armes pour décider de l’appartenance de Mariann, le père envoie Hannes sur la luge vers le « pont des fantômes », ne sachant pas que le pont s’est effondré dans l’orage la veille. Mathias regarde son frère partir alors qu’il sait pertinemment qu’il va vers sa mort. Hannes tombe dans la falaise et meurt, immédiatement suivi par Mariann, folle de désespoir. Fritz le menuisier tire sur Mathias avec un fusil en l’accusant de fratricide. Le père du monastère est le dernier sur scène, plein de chagrin. 
Cette pièce a une dimension pathétique importante avec des personnages à caractère bien définis : il y a le méchant (Mathias) et les bons (tous les autres), le premier déterminé à garder sa part du gain même face au désespoir de Hannes et de Mariann, en se justifiant par son amour brûlant pour Mariann. Comment Hannes réussit à rentrer au village suscite moins d’intérêt que sa rivalité avec Mathias, qui semble avoir un cœur en pierre vis-à-vis de son frère. Mariann est dépeinte comme une martyre qui est prisonnière des emprises de Mathias et qui commet le crime (représenté comme impardonnable) d’infidélité contre Hannes en se mariant avec Mathias. La fin tragique est précédée par un moment de regret de Mathias, montrant un soupçon d‘humanité avant d‘être tué, perçu comme vengeance pour Hannes. (Synopsis by A. Li-Thiao-Té, MeThAl)",
353,Sabine un d'r Tod,E Todedanz in 3 Akt,reinbolt-sabine-un-dr-tod,ntav,,,,,,Q13142523,Claus Reinbolt,83,Ed. de la littérature populaire,,111,,,,drama,todetanz,,,,,,TAS,,,,,,,1920,,,,,,,3,,,,,,,https://biblio.bnu.fr/opac/resource/sabina-un-dr-tod-e-todetanz-in-drej-akte/BUS1163098,
354,D'r Hüsshärr,Schwank in 3 Akt.,rieffel-dr-hussharr,ntav,,,,,,,Auguste Rieffel (Haniel),84,,,,,,,comedy,schwank,,,,,,TAS,,,,,,,,,,,,,,3,,,,,,,,
355,Peter Hagebach,Historisch's Schauspiel in 4 Akt.,ritter-peter-hagebach,ntav,,,,,,Q3241265,Lina Ritter,85,,,,,,,historisch,,,,,,,TAS,,,,,,,1913,,,,,,,4,,,,,,,,
356,D'schoen Berth,Komödie in 4 Akt.,rudolf-d-schoen-berth,ntav,,,,,,,A. Rudolf,86,,,,,,,comedy,,,,,,,TAS,,,,,,,,,,,,,,4,,,,,,,,
357,Elsässisch Bluet,Els. Drama in 4 Akt.,rudolf-elsassisch-bluet,ntav,,,,,,,A. Rudolf,86,,,,,,,drama,,,,,,,TAS,,,,,,,1908,,,,,,,4,,,,,,,,
358,Respekt im Hüs,Lustspiel in 2 Akt.,rudolf-respekt-im-hus,ntav,,,,,,,A. Rudolf,86,,,,,,,comedy,lustspiel,,,,,,TAS,,,,,,,,,,,,,,2,,,,,,,,
359,Republik im 4. Stock,Schwank in 1 Akt.,rudolf-republik-im-4-stock,ntav,,,,,,,A. Rudolf,86,,,,,,,comedy,schwank,,,,,,TAS,,,,,,,,,,,,,,1,,,,,,,,
360,'s Morjerot,Elsässich's Volksschauspiel üs d'r Zytt vom Bürekriej,schmidt-s-morjerot,ntav,,,,,,,Victor Schmidt,87,,,,,,,,volksstück,,,,,,TAS,,,,,,,,,,,,,,,,,,,,,,
361,Daniel Jeust,Drama in 4 Akt.,stegmann-daniel-jeust,ntav,,,,,,,Hermann Stegmann,88,,,,,,,drama,,,,,,,TAS,,,,,,,,,,,,,,4,,,,,,,,
362,Tischel deck dich,E Märel in 5 Bilder,stephan-tischel-deck-dich,ntav,,,,,,,Fritz Stephan,89,,Ernest Heyler,,,,,tale,märel,,,,,,TAS,,,,,,,,,,,,,,5,,,,,,,,
363,D'Millionepartie,Schwank in 3 Akt.,stoskopf-d-millionepartie,html,,,,,,Q923554,Gustav Stoskopf,25,Schlesier & Schweikhardt,,1,,,,comedy,schwank,,,bpt6k9109591d,,,Numistral,,,,,,,1901,,,,,,,3,,,de,Personen:,,,,"Anatol Bummer, Madam Bummer et leur fille Marguerite sont en vacances à Bad Niederbronn dans l'hôtel de Madam Lang. Ils parlent d’un paysan de Gimbsheim qui a récemment hérité de 5 millions. Bummer est arrivé en train et a parlé avec un jeune pharmacien, Pillmann. Pillmann aurait envie d’épouser Marguerite mais Madam Bummer n’est pas convaincue. Pillmann arrive à l'hôtel et parle avec son ami Zangler, un médecin. Ils parlent de leur futur et de leurs ambitions professionnelles. Zangler aurait envie d’épouser Emilie Moppel, la fille de Monsieur Moppel et Madam Moppel, qui sont aussi en vacances à l'hôtel et connaissent la famille Bummer. Madam Lang annonce aux Bummer et aux Moppel que le paysan qui a hérité 5 millions, Schakob Lutz, va séjourner à l'hôtel avec son oncle parisien, Ferdinand Meier. Les deux familles se réjouissent, et espèrent toutes les deux pouvoir marier leur fille à ce riche paysan, un meilleur parti que le docteur ou le pharmacien. Ferdinand est venu de Paris pour apprendre les bonnes manières à Schakob, et pour l’aider à trouver une femme, malgré le fait que Schakob est amoureux de Anne-Mej, une paysannte sans argent. Les deux familles se présentent et essayent de mettre en valeur leurs filles, pour séduire Ferdinand et Schakob. Ils les invitent à une soirée dansante à l'hôtel le soir même pour célébrer entre autres la saint Schakob.

Lors de la soirée, Bummer et Moppel essayent de distraire Pillmann et Zangler en jouant aux cartes et au billard, pour ne pas qu’ils remarquent que Madam Moppel et Madam Bummer font tout pour que Schakob choisissent leur fille comme femme. Après avoir dansé, Ferdinand demande à Schakob de faire un choix, mais il n’arrive pas à choisir et tire donc au sort entre Marguerite et Emilie. C’est Marguerite qui a été choisie. Ferdinand conseille à Schakob d’aller donner des coups de pied et pincer Marguerite pour lui indiquer qu’il la demande en mariage. Pendant ce temps, Ferdinand parle à Madam Bummer, qui est ravie que sa fille ait été choisie, ils partent imprimer des faire-parts des fiançailles. En même temps, Marguerite est énervée que Schakob lui fasse mal et Schakob change d’avis et décide qu’Emilie est un meilleur choix, mais n’informe pas Ferdinand car il est déjà parti. Mme Moppel est ravie d’entendre que Schakob ait choisi Emilie. S'ensuit un malentendu où chaque famille pense être gagnante et marier leur fille au millionnaire. Les deux familles s'énervent contre Schakob, car il a fait des promesses aux deux familles. Pillmann et Zangler se rendent compte qu’on leur a menti et s'énervent aussi. Zangler provoque en duel Moppel, pour l’avoir insulté en offrant sa fille à un autre. Pillmann fait de même avec Bummer. (Synopsis by B. Hoff, MeThAL Project)



"
364,D'r verbotte Fahne,Elsässische Komödie in 3 Aufzügen.,stoskopf-dr-verbotte-fahne,html,,,,,,Q923554,Gustav Stoskopf,25,Schlesier & Schweikhardt,,1,,,,comedy,,,,bpt6k9116624p,,,Numistral,,,,,,,1904,,1904,24/11/1904,,Strasbourg,Festsaal Union zu Strassburg,3,,,de,Personen.,,,"Après le rattachement de l'Alsace-Lorraine à l'Allemagne, l ...http://archives.bas-rhin.fr › eCommunityDocuments","Klopfer est le voisin du maire, mais les deux familles se détestent. Klopfer veut se présenter à la prochaine élection et espère gagner. Cependant, le fils du maire, Edgar, se rend chez Klopfer et propose que les deux familles fassent la paix, car il est amoureux de Juliette, la fille de Knopfer, et espère l’épouser. Monsieur et Madame Klopfer reprochent aux voisins de jeter des choses par-dessus le mur entre leurs deux jardins, et de leur voler des poires. Edgar dit que ses parents sont aussi fâchés car on leur vole des raisins. Klopfer dit à Edgar qu’il accepte de faire la paix seulement si le maire abandonne son projet d’Oktroi (une taxe sur certaines marchandises).  Les domestiques Jean et Josefine, qui travaillent l’un après l’autre chez le maire ou chez Klopfer, sont amoureux et se retrouvent souvent dans le jardin pour manger les fruits en question. Madame Klopfer reçoit les membres de la Frauenbundes, dont les maris font partie du Wahlkomité (et qui soutiennent Klopfer pour devenir maire). Les membres du Frauenbund demandent à Jean, qui travaillait récemment chez le maire, de leur dire ce que le maire disait d’elles et de leurs maris. Elles lui donnent de l’argent pour qu’il parle, et Jean ment et invente des insultes que le maire aurait dit à propos d’elles et de leurs maris. Quand Edgar revient et annonce que son père veut bien abandonner le projet d’Oktroi, la Frauenbund, leurs maris et Klopfer changent d’avis et décident de soutenir le projet d’Oktroi pour aller contre le maire, car ils sont vexés après avoir entendu les insultes.
Le lendemain, le maire organise un dîner dans son jardin, et Klopfer fait de même de son côté, avec les mêmes personnes que la veille. Klopfer surprend Jean et Josefine dans le jardin, et renvoie Jean. Il surprend aussi Juliette et Edgar, qui avouent leur amour et leur intention de se marier. Klopfer est choqué et refuse. Durant le dîner, dès que le maire fait un discours, Klopfer fait de même. Lorsqu’une chorale chante pour la soirée du maire, Klopfer sort le tambour qu’il a acheté comme cadeau à la fanfare des pompiers et les interrompt. L’un des invités, Plaschke, un carabinier et fonctionnaire allemand, annonce qu’il a demandé à ce que le drapeau rouge et blanc (du concordia) soit interdit, pour ridiculiser le maire, qui tient une cérémonie de consécration du drapeau le lendemain. Tout le monde se réjouit de pouvoir énerver le maire une nouvelle fois.
Le lendemain, les Klopfer apprennent que le maire a donné sa démission suite à l’interdiction du drapeau. Cependant, tout le monde dans la ville reproche à Klopfer cette interdiction et il n’a plus aucune chance de gagner l’élection dans ces circonstances. Klopfer demande alors à Plaschke d’annuler cette interdiction, mais il refuse. Josefine, pour se venger de Jean qui refuse de l’épouser, révèle que Jean leur a menti et que le maire ne les a jamais insultés.  Quand la foule énervée arrive devant chez Klopfer, celui-ci leur annonce qu’il a essayé de parler à Plaschke pour le drapeau, mais qu’il n’a pas réussi à le faire changer d’avis. Il veut les convaincre que ce n’est pas de sa faute et qu’il les soutient, et leur montre le tambour aux couleurs du drapeau, qu’il offre à la fanfare des pompiers. La foule est contente et soutient à nouveau Knopfler. Le maire arrive chez Knopfler et les deux hommes sont contents de ne plus être ennemis mais ils veulent punir Jean. Ils en parlent avec Josefine, et quand Jean arrive, ils lui annoncent que sa punition sera d’épouser Josefine. Edgar arrive et demande s’il peut aussi épouser Juliette, maintenant que les deux familles sont de nouveau amies, et Knopfler accepte. Ils hissent le drapeau et chantent pour célébrer le drapeau alsacien. (Synopsis by B. Hoff, MeThAL project)
"
365,D'r Luftibüs,Schwank in 3 Akt.,stoskopf-dr-luftibus,ntav,,,,,,Q923554,Gustav Stoskopf,25,Ernest Finck,,7,,,,comedy,schwank,,,,,,Numistral,,,,,,,1919,,,,,,,3,,,,,,,,
366,Junggselle,E einaktigi Farce,bastian-junggselle,ntav,5,,,,,Q13099282,Ferdinand Bastian,1,F. X. Le Roux,,3,,,,comedy,schwank,,,bpt6k9109721f,,,Numistral,,,,,,,1903,1937,,,,,,1,,,,Persone :,,,,
367,E Serenädl,E schwankächts Lustspiel in aam Uffzugg in Stroßburjer Babbelart,bastian-e-serenadl,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,lustspiel,,,,,,Huck,,,,,,,1905,,,,,,,1,,,,,,,,
368,E komischi Erbschaft,"Lustspiel in elsässer Mundart, in aam Uffzugg",bastian-e-komischi-erbschaft,ntav,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,5,,,,comedy,lustspiel,,,,,,Huck,,,,,,,1907,,,,,,,1,,,,,,,,
369,D'r Unkel Güschtav,Schwank in einem Aufzug,greber-dr-unkel-guschtav,ntav,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,comedy,schwank,,,,,,Huck,,,,,,,1909?,,,,,,,1,,,,,,,,
370,Babbelhans,,,html,,,,,,,Paul Clemens,3,,,3,,,,,,,,,,,Numistral,,,,,,,,,,,,,,,,,,,,,,
371,L'Éloge du célibat,"dialogue en vers, représenté à l'Académie du dimanche le 21 avril 1860, avec une scène en dialecte colmarien sur le même sujet [, par R. Yves]... (avec Lob des ledigen Standes (149))",mangold-l-eloge-du-celibat,ntav,,,,,,Q52084151,Jean Thomas Mangold,15,Camille Decker,,84,,,,,,,,bpt6k9109601b,,,Numistral,,,,,,,1860,,1860,21/04/1860,,Colmar,Académie du dimanche,1,,,fr,Personnages :,,fre,,
372,D'r Hans on's Grehtälä ém Ehschtand. ,"Loscht's Operettlä én 1 Actä... von J. Mangold,... Müsik vom J. Heyberger...",mangold-dr-hans-on-s-grehtala-em-ehschtand,ntav,,,,,,Q52084151,Jean Thomas Mangold,15,Eug. Barth,,90,,,,comedy,Loscht's-Operettlä,,,bpt6k91095759,,,Numistral,,,,,,,1869,,1869,09/05/1869,,Colmar,Kolmerer Orphéon,1,8,,,Pärsonä :,,,,
373,Uf d'r Polizei,E. Heiters Beld en 1 Akt,hohl-uf-dr-polizei,ntav,,,,,,,René Hohl,90,Salvator-Verlag,,13,,,,,,urbaine,,bpt6k9116617j,,,Numistral,,,,,,,1928,,,,,,,1,9,,,Personen :,,,,
374,Jesus von Nazareth,"biblisch-dramatische Dichtung in 5 Teilen. Bethlehem, Weihnachtsfestspiel in fünk Akten.",,ntav,,,,,,Q26699162,August Schmidlin,91,Salvator-Verlag,,13,,,,biblical,,,,bpt6k9116910p,,,Numistral,,,,,,,1926,,,,,,,Vorspiel + 5,1:9 - 2:8 - 3:9 - 4:8 - 5:10,,de,Personen :,,ger,,
375,Theater im Theater,oder E lätzi Hochzyttere. E Farce in 1 Akt vum Camille Jost,jost-theater-im-theater,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,farce,urbaine,,bpt6k91166201,,,Numistral,,,,,,,1927,,,,,,,1,26,,,Persone :,,,,
376,Er wurd Energisch,E Schwank in 1 Akt nooch're ältere Idee vum Camille Jost,jost-er-wurd-energisch,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,schwank,,,bpt6k9116618z,,,Numistral,,,,,,,1928,,,,,,,1,10,,,Persone :,,,,
377,E lätzi commission,"Comedie in 3 Akt (Nooch're-n-ältere Idee), vum Camille Jost, Strossburj",jost-e-latzi-commission,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,,urbaine,,bpt6k9116619c,,,Numistral,,,,,,,1928,,,,,,,3,1:5 - 2:6 - 3:12,,,Persone :,,,"same play as ""E lätzi commission""",
378,Gottfried von Strassburg,Schauspiel in 5 Aufzuegen,,ntav,,,,,,,Fritz Lienhard,92,Schlesier & Schweikhardt,,1,,,,,,urbaine (1. + 5. rurale),,bpt6k9116834r,,,Numistral,,,,,,,1897,,1897,15/10/1897,,Strasbourg,Stadttheater zu Straßburg i. Els.,5,,,de,Personen :,,ger,,
379,Wie's vum Vater ervorwe vom Sohn verdorwe.,"Volkstück im elsäszische Dialekt in 5 akte, von Paul Clemens",clemens-wie-s-vum-vater-ervorwe-vom-sohn-verdorwe,ntav,,,,,,Q96464291,Paul Clemens,3,"Société als. d'édition ""Alsatia"" S. A. Guebwiller",,113,,,,,,,,bpt6k9116615q,,,Numistral,,,,,,,1928,,,,,,,5,1:9 - 2:5 - 3:8 - 4:9 - 5:5,,,Personen :,,,,
380,"""Moineau"" d'Alsace","drame patriotique en 3 actes, pour jeunes gens, épisode de la guerre 1914-1918 en Alsace",,ntav,,,,,,,Henri Morienval,93,L. Klotz,P. De Colroy,114,,,,drama,,,,bpt6k9116638q,,,Numistral,,,,,,,1923,,1923,12/05/1923,,Crépy-en-Valois,théâtre de la Jeunesse de Crépy-en-Valois,3,1:7 - 2:7 - 3:13,,fr,Personnages,,fre,,
381,Alsace,"pièce en 3 actes, par Gaston Leroux et Lucien Camille",,ntav,,,,,,Q298827,Gaston Leroux | Lucien Camille,94 | 95,,,,,,,,,petite ville,,bpt6k91166164,,,Numistral,,,,,,,1913,,1913,10/01/1913,,Paris,Théâtre Réjane,3,1:13 - 2:20 - 3:6,,fr,Personnages,,fre,"dans ""La petite illustration"", revue hebdomadaire (numero 2, 8 mars 1813)",
382,Der Klopfgeist,Lustspiel in vier Aufzügen,,ntav,,,,,,Q91904226,Julius Greber,5,"Kommissionsverlag von Josef Singer, Verlagsbuchhandlung",,20,,,,comedy,lustspiel,petite ville,,bpt6k9109507g,,,Numistral,,,,,,,1903,,,,,,,4,1:11 - 2:7 - 3:6 - 4:14,,de,Personen.,,ger,,
383,Die Frau Velten in der Kunkelstub,,die-frau-velten-in-der-kunkelstube,ntav,,,,,,,Carl Müller,43,Friedrich Cark Heitz,,115,,,,,,,,bpt6k9109760j,,,Numistral,,,,,,,1863,,,,,,,1,,,,,,,,
384,Une perle fine de la chère Alsace,drame en 5 actes par une religieuse,,ntav,,,,,,,,,Imprimerie de l'orphelinat de Don Bosco,,116,,,,drama,,urbaine,,bpt6k9109523k,,,Numistral,,,,,,,1896,,,,,,,5,1:10 - 2:14 - 3:15 - 4:6 - 5:6,,fr,Personnages,,fre,,
385,Nuit d'Alsace,épisode dramatique en 2 actes,,ntav,,,,,,,Charles Le Roy-Villars,96,Charles Klotz,,117,,,,drama,,rurale,,bpt6k9110275r,,,Numistral,,,,,,,1911,,,,,,,2,1:5 - 2:5,,fr,Personnages,,fre,,
386,Was mein einst war,Volksschauspiel in 1 Aufzug von Fernand Kühne,,ntav,,,,,,Q96622965,Fernand Kuehne,13,Société Alsacienne d’Édition,,10,,,,,,rurale,,bpt6k9116613w,,,Numistral,,,,,,,1921,,,,,,,1,,,de,Personen:,,ger,,
387,D'Excellenz meyer,Lustspiel in eim Akt vum Camille Jost,jost-d-excellenz-meyer,ntav,,,,,,Q96489174,Camille Jost,11,F. X. Le Roux,,3,,,,comedy,lustspiel,urbaine,,bpt6k91097661,,,Numistral,,,,,,,1928,,,,,,,1,38,,,Persone:,,,,
388,A gelungene Wette,Lustspiel für Frauenbühne in 2 Akten,weigel-a-gelungene-wette,ntav,,,,,,Q97120060,Madeleine Weigel,30,Salvator-Verlag,,13,,,,comedy,lustspiel,,,bpt6k91102765,,,Numistral,,,,,,,1927,,,,,,,2,1:7 - 2:8,,,Personen:,,,,
